category,name,movie,year,status
COSTUME DESIGN (BLACK-AND-WHITE),WHO'S AFRAID OF VIRGINIA WOOLF?,Irene Sharaff,1967,nominee
COSTUME DESIGN (BLACK-AND-WHITE),THE GOSPEL ACCORDING TO ST. MATTHEW,Danilo Donati,1967,nominee
COSTUME DESIGN (BLACK-AND-WHITE),MANDRAGOLA,Danilo Donati,1967,nominee
COSTUME DESIGN (BLACK-AND-WHITE),MISTER BUDDWING,Helen Rose,1967,nominee
COSTUME DESIGN (BLACK-AND-WHITE),MORGAN!,Jocelyn Rickards,1967,nominee
COSTUME DESIGN (COLOR),A MAN FOR ALL SEASONS,"Elizabeth Haffenden, Joan Bridge",1967,nominee
COSTUME DESIGN (COLOR),GAMBIT,Jean Louis,1967,nominee
COSTUME DESIGN (COLOR),HAWAII,Dorothy Jeakins,1967,nominee
COSTUME DESIGN (COLOR),JULIET OF THE SPIRITS,Piero Gherardi,1967,nominee
COSTUME DESIGN (COLOR),THE OSCAR,Edith Head,1967,nominee
DIRECTING,A MAN FOR ALL SEASONS,Fred Zinnemann,1967,nominee
DIRECTING,BLOW-UP,Michelangelo Antonioni,1967,nominee
DIRECTING,A MAN AND A WOMAN,Claude Lelouch,1967,nominee
DIRECTING,THE PROFESSIONALS,Richard Brooks,1967,nominee
DIRECTING,WHO'S AFRAID OF VIRGINIA WOOLF?,Mike Nichols,1967,nominee
DOCUMENTARY (FEATURE),THE WAR GAME,"Peter Watkins, Producer",1967,nominee
DOCUMENTARY (FEATURE),THE FACE OF GENIUS,"Alfred R. Kelman, Producer",1967,nominee
DOCUMENTARY (FEATURE),HELICOPTER CANADA,"Peter Jones and Tom Daly, Producers",1967,nominee
DOCUMENTARY (FEATURE),LE VOLCAN INTERDIT (THE FORBIDDEN VOLCANO),"Haroun Tazieff, Producer",1967,nominee
DOCUMENTARY (FEATURE),THE REALLY BIG FAMILY,"Alex Grasshoff, Producer",1967,nominee
DOCUMENTARY (SHORT SUBJECT),A YEAR TOWARD TOMORROW,"Edmond A. Levy, Producer",1967,nominee
DOCUMENTARY (SHORT SUBJECT),ADOLESCENCE,"Marin Karmitz and Vladimir Forgency, Producers",1967,nominee
DOCUMENTARY (SHORT SUBJECT),COWBOY,"Michael Ahnemann and Gary Schlosser, Producers",1967,nominee
DOCUMENTARY (SHORT SUBJECT),THE ODDS AGAINST,"Lee R. Bobker and Helen Kristt Radin, Producers",1967,nominee
DOCUMENTARY (SHORT SUBJECT),SAINT MATTHEW PASSION,Mafilm Studio,1967,nominee
FILM EDITING,GRAND PRIX,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",1967,nominee
FILM EDITING,FANTASTIC VOYAGE,William B. Murphy,1967,nominee
FILM EDITING,THE RUSSIANS ARE COMING THE RUSSIANS ARE COMING,"Hal Ashby, J. Terry Williams",1967,nominee
FILM EDITING,THE SAND PEBBLES,William Reynolds,1967,nominee
FILM EDITING,WHO'S AFRAID OF VIRGINIA WOOLF?,Sam O'Steen,1967,nominee
FOREIGN LANGUAGE FILM,A MAN AND A WOMAN,France,1967,nominee
FOREIGN LANGUAGE FILM,THE BATTLE OF ALGIERS,Italy,1967,nominee
FOREIGN LANGUAGE FILM,LOVES OF A BLONDE,Czechoslovakia,1967,nominee
FOREIGN LANGUAGE FILM,PHARAOH,Poland,1967,nominee
FOREIGN LANGUAGE FILM,THREE,Yugoslavia,1967,nominee
IRVING G. THALBERG MEMORIAL AWARD,,Robert Wise,1967,nominee
JEAN HERSHOLT HUMANITARIAN AWARD,,George Bagnall,1967,nominee
MUSIC (ORIGINAL MUSIC SCORE),BORN FREE,John Barry,1967,nominee
MUSIC (ORIGINAL MUSIC SCORE),THE BIBLE,Toshiro Mayuzumi,1967,nominee
MUSIC (ORIGINAL MUSIC SCORE),HAWAII,Elmer Bernstein,1967,nominee
MUSIC (ORIGINAL MUSIC SCORE),THE SAND PEBBLES,Jerry Goldsmith,1967,nominee
MUSIC (ORIGINAL MUSIC SCORE),WHO'S AFRAID OF VIRGINIA WOOLF?,Alex North,1967,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),A FUNNY THING HAPPENED ON THE WAY TO THE FORUM,Ken Thorne,1967,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),THE GOSPEL ACCORDING TO ST. MATTHEW,Luis Enrique Bacalov,1967,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),RETURN OF THE SEVEN,Elmer Bernstein,1967,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),THE SINGING NUN,Harry Sukman,1967,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),STOP THE WORLD--I WANT TO GET OFF,Al Ham,1967,nominee
MUSIC (SONG),BORN FREE,"Born Free in ""Born Free"" Music by John Barry; Lyrics by Don Black",1967,nominee
MUSIC (SONG),ALFIE,"Alfie in ""Alfie"" Music by Burt Bacharach; Lyrics by Hal David",1967,nominee
MUSIC (SONG),GEORGY GIRL,"Georgy Girl in ""Georgy Girl"" Music by Tom Springfield; Lyrics by Jim Dale",1967,nominee
MUSIC (SONG),HAWAII,"My Wishing Doll in ""Hawaii"" Music by Elmer Bernstein; Lyrics by Mack David",1967,nominee
MUSIC (SONG),AN AMERICAN DREAM,"A Time For Love in ""An American Dream"" Music by Johnny Mandel; Lyrics by Paul Francis Webster",1967,nominee
BEST PICTURE,A MAN FOR ALL SEASONS,"Fred Zinnemann, Producer",1967,nominee
BEST PICTURE,ALFIE,"Lewis Gilbert, Producer",1967,nominee
BEST PICTURE,THE RUSSIANS ARE COMING THE RUSSIANS ARE COMING,"Norman Jewison, Producer",1967,nominee
BEST PICTURE,THE SAND PEBBLES,"Robert Wise, Producer",1967,nominee
BEST PICTURE,WHO'S AFRAID OF VIRGINIA WOOLF?,"Ernest Lehman, Producer",1967,nominee
SHORT SUBJECT (CARTOON),HERB ALPERT AND THE TIJUANA BRASS DOUBLE FEATURE,"John Hubley and Faith Hubley, Producers",1967,nominee
SHORT SUBJECT (CARTOON),THE DRAG,"Wolf Koenig and Robert Verrall, Producers",1967,nominee
SHORT SUBJECT (CARTOON),THE PINK BLUEPRINT,"David H. DePatie and Friz Freleng, Producers",1967,nominee
SHORT SUBJECT (LIVE ACTION),WILD WINGS,"Edgar Anstey, Producer",1967,nominee
SHORT SUBJECT (LIVE ACTION),TURKEY THE BRIDGE,"Derek Williams, Producer",1967,nominee
SHORT SUBJECT (LIVE ACTION),THE WINNING STRAIN,"Leslie Winik, Producer",1967,nominee
SOUND,GRAND PRIX,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",1967,nominee
SOUND,GAMBIT,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",1967,nominee
SOUND,HAWAII,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",1967,nominee
SOUND,THE SAND PEBBLES,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",1967,nominee
SOUND,WHO'S AFRAID OF VIRGINIA WOOLF?,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",1967,nominee
SOUND EFFECTS,GRAND PRIX,Gordon Daniel,1967,nominee
SOUND EFFECTS,FANTASTIC VOYAGE,Walter Rossi,1967,nominee
SPECIAL VISUAL EFFECTS,FANTASTIC VOYAGE,Art Cruickshank,1967,nominee
SPECIAL VISUAL EFFECTS,HAWAII,Linwood G. Dunn,1967,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),A MAN FOR ALL SEASONS,Robert Bolt,1967,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),ALFIE,Bill Naughton,1967,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),THE PROFESSIONALS,Richard Brooks,1967,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),THE RUSSIANS ARE COMING THE RUSSIANS ARE COMING,William Rose,1967,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),WHO'S AFRAID OF VIRGINIA WOOLF?,Ernest Lehman,1967,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),A MAN AND A WOMAN,"Story by Claude Lelouch; Screenplay by Claude Lelouch, Pierre Uytterhoeven",1967,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),BLOW-UP,"Story by Michelangelo Antonioni; Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",1967,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),THE FORTUNE COOKIE,"Billy Wilder, I. A. L. Diamond",1967,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),KHARTOUM,Robert Ardrey,1967,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),THE NAKED PREY,"Clint Johnston, Don Peters",1967,nominee
ACTOR,ROD STEIGER,In the Heat of the Night,1968,nominee
ACTOR,WARREN BEATTY,Bonnie and Clyde,1968,nominee
ACTOR,DUSTIN HOFFMAN,The Graduate,1968,nominee
ACTOR,PAUL NEWMAN,Cool Hand Luke,1968,nominee
ACTOR,SPENCER TRACY,Guess Who's Coming to Dinner,1968,nominee
ACTOR IN A SUPPORTING ROLE,GEORGE KENNEDY,Cool Hand Luke,1968,nominee
ACTOR IN A SUPPORTING ROLE,JOHN CASSAVETES,The Dirty Dozen,1968,nominee
ACTOR IN A SUPPORTING ROLE,GENE HACKMAN,Bonnie and Clyde,1968,nominee
ACTOR IN A SUPPORTING ROLE,CECIL KELLAWAY,Guess Who's Coming to Dinner,1968,nominee
ACTOR IN A SUPPORTING ROLE,MICHAEL J. POLLARD,Bonnie and Clyde,1968,nominee
ACTRESS,KATHARINE HEPBURN,Guess Who's Coming to Dinner,1968,nominee
ACTRESS,ANNE BANCROFT,The Graduate,1968,nominee
ACTRESS,FAYE DUNAWAY,Bonnie and Clyde,1968,nominee
ACTRESS,DAME EDITH EVANS,The Whisperers,1968,nominee
ACTRESS,AUDREY HEPBURN,Wait until Dark,1968,nominee
ACTRESS IN A SUPPORTING ROLE,ESTELLE PARSONS,Bonnie and Clyde,1968,nominee
ACTRESS IN A SUPPORTING ROLE,CAROL CHANNING,Thoroughly Modern Millie,1968,nominee
ACTRESS IN A SUPPORTING ROLE,MILDRED NATWICK,Barefoot in the Park,1968,nominee
ACTRESS IN A SUPPORTING ROLE,BEAH RICHARDS,Guess Who's Coming to Dinner,1968,nominee
ACTRESS IN A SUPPORTING ROLE,KATHARINE ROSS,The Graduate,1968,nominee
ART DIRECTION,CAMELOT,"Art Direction: John Truscott, Edward Carrere; Set Decoration: John W. Brown",1968,nominee
ART DIRECTION,DOCTOR DOLITTLE,"Art Direction: Mario Chiari, Jack Martin Smith, Ed Graves; Set Decoration: Walter M. Scott, Stuart A. Reiss",1968,nominee
ART DIRECTION,GUESS WHO'S COMING TO DINNER,Art Direction: Robert Clatworthy; Set Decoration: Frank Tuttle,1968,nominee
ART DIRECTION,THE TAMING OF THE SHREW,"Art Direction: Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani; Set Decoration: Dario Simoni, Luigi Gervasi",1968,nominee
ART DIRECTION,THOROUGHLY MODERN MILLIE,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Howard Bristol",1968,nominee
CINEMATOGRAPHY,BONNIE AND CLYDE,Burnett Guffey,1968,nominee
CINEMATOGRAPHY,CAMELOT,Richard H. Kline,1968,nominee
CINEMATOGRAPHY,DOCTOR DOLITTLE,Robert Surtees,1968,nominee
CINEMATOGRAPHY,THE GRADUATE,Robert Surtees,1968,nominee
CINEMATOGRAPHY,IN COLD BLOOD,Conrad Hall,1968,nominee
COSTUME DESIGN,CAMELOT,John Truscott,1968,nominee
COSTUME DESIGN,BONNIE AND CLYDE,Theadora Van Runkle,1968,nominee
COSTUME DESIGN,THE HAPPIEST MILLIONAIRE,Bill Thomas,1968,nominee
COSTUME DESIGN,THE TAMING OF THE SHREW,"Irene Sharaff, Danilo Donati",1968,nominee
COSTUME DESIGN,THOROUGHLY MODERN MILLIE,Jean Louis,1968,nominee
DIRECTING,THE GRADUATE,Mike Nichols,1968,nominee
DIRECTING,BONNIE AND CLYDE,Arthur Penn,1968,nominee
DIRECTING,GUESS WHO'S COMING TO DINNER,Stanley Kramer,1968,nominee
DIRECTING,IN COLD BLOOD,Richard Brooks,1968,nominee
DIRECTING,IN THE HEAT OF THE NIGHT,Norman Jewison,1968,nominee
DOCUMENTARY (FEATURE),THE ANDERSON PLATOON,"Pierre Schoendoerffer, Producer",1968,nominee
DOCUMENTARY (FEATURE),FESTIVAL,"Murray Lerner, Producer",1968,nominee
DOCUMENTARY (FEATURE),HARVEST,"Carroll Ballard, Producer",1968,nominee
DOCUMENTARY (FEATURE),A KING'S STORY,"Jack Le Vien, Producer",1968,nominee
DOCUMENTARY (FEATURE),A TIME FOR BURNING,"William C. Jersey, Producer",1968,nominee
DOCUMENTARY (SHORT SUBJECT),THE REDWOODS,"Mark Harris and Trevor Greenwood, Producers",1968,nominee
DOCUMENTARY (SHORT SUBJECT),MONUMENT TO THE DREAM,"Charles E. Guggenheim, Producer",1968,nominee
DOCUMENTARY (SHORT SUBJECT),A PLACE TO STAND,"Christopher Chapman, Producer",1968,nominee
DOCUMENTARY (SHORT SUBJECT),SEE YOU AT THE PILLAR,"Robert Fitchett, Producer",1968,nominee
DOCUMENTARY (SHORT SUBJECT),WHILE I RUN THIS RACE,"Carl V. Ragsdale, Producer",1968,nominee
FILM EDITING,IN THE HEAT OF THE NIGHT,Hal Ashby,1968,nominee
FILM EDITING,BEACH RED,Frank P. Keller,1968,nominee
FILM EDITING,THE DIRTY DOZEN,Michael Luciano,1968,nominee
FILM EDITING,DOCTOR DOLITTLE,"Samuel E. Beetley, Marjorie Fowler",1968,nominee
FILM EDITING,GUESS WHO'S COMING TO DINNER,Robert C. Jones,1968,nominee
FOREIGN LANGUAGE FILM,CLOSELY WATCHED TRAINS,Czechoslovakia,1968,nominee
FOREIGN LANGUAGE FILM,EL AMOR BRUJO,Spain,1968,nominee
FOREIGN LANGUAGE FILM,I EVEN MET HAPPY GYPSIES,Yugoslavia,1968,nominee
FOREIGN LANGUAGE FILM,LIVE FOR LIFE,France,1968,nominee
FOREIGN LANGUAGE FILM,PORTRAIT OF CHIEKO,Japan,1968,nominee
IRVING G. THALBERG MEMORIAL AWARD,,Alfred Hitchcock,1968,nominee
JEAN HERSHOLT HUMANITARIAN AWARD,,Gregory Peck,1968,nominee
MUSIC (ORIGINAL MUSIC SCORE),THOROUGHLY MODERN MILLIE,Elmer Bernstein,1968,nominee
MUSIC (ORIGINAL MUSIC SCORE),COOL HAND LUKE,Lalo Schifrin,1968,nominee
MUSIC (ORIGINAL MUSIC SCORE),DOCTOR DOLITTLE,Leslie Bricusse,1968,nominee
MUSIC (ORIGINAL MUSIC SCORE),FAR FROM THE MADDING CROWD,Richard Rodney Bennett,1968,nominee
MUSIC (ORIGINAL MUSIC SCORE),IN COLD BLOOD,Quincy Jones,1968,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),CAMELOT,"Alfred Newman, Ken Darby",1968,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),DOCTOR DOLITTLE,"Lionel Newman, Alexander Courage",1968,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),GUESS WHO'S COMING TO DINNER,DeVol,1968,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),THOROUGHLY MODERN MILLIE,"Andre Previn, Joseph Gershenson",1968,nominee
MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT),VALLEY OF THE DOLLS,John Williams,1968,nominee
MUSIC (SONG),DOCTOR DOLITTLE,"Talk To The Animals in ""Doctor Dolittle"" Music and Lyrics by Leslie Bricusse",1968,nominee
MUSIC (SONG),THE JUNGLE BOOK,"The Bare Necessities in ""The Jungle Book"" Music and Lyrics by Terry Gilkyson",1968,nominee
MUSIC (SONG),BANNING,"The Eyes Of Love in ""Banning"" Music by Quincy Jones; Lyrics by Bob Russell",1968,nominee
MUSIC (SONG),CASINO ROYALE,"The Look Of Love in ""Casino Royale"" Music by Burt Bacharach; Lyrics by Hal David",1968,nominee
MUSIC (SONG),THOROUGHLY MODERN MILLIE,"Thoroughly Modern Millie in ""Thoroughly Modern Millie"" Music and Lyrics by James Van Heusen and Sammy Cahn",1968,nominee
BEST PICTURE,IN THE HEAT OF THE NIGHT,"Walter Mirisch, Producer",1968,nominee
BEST PICTURE,BONNIE AND CLYDE,"Warren Beatty, Producer",1968,nominee
BEST PICTURE,DOCTOR DOLITTLE,"Arthur P. Jacobs, Producer",1968,nominee
BEST PICTURE,THE GRADUATE,"Lawrence Turman, Producer",1968,nominee
BEST PICTURE,GUESS WHO'S COMING TO DINNER,"Stanley Kramer, Producer",1968,nominee
SHORT SUBJECT (CARTOON),THE BOX,"Fred Wolf, Producer",1968,nominee
SHORT SUBJECT (CARTOON),HYPOTHESE BETA,"Jean-Charles Meunier, Producer",1968,nominee
SHORT SUBJECT (CARTOON),WHAT ON EARTH!,"Robert Verrall and Wolf Koenig, Producers",1968,nominee
SHORT SUBJECT (LIVE ACTION),A PLACE TO STAND,"Christopher Chapman, Producer",1968,nominee
SHORT SUBJECT (LIVE ACTION),PADDLE TO THE SEA,"Julian Biggs, Producer",1968,nominee
SHORT SUBJECT (LIVE ACTION),SKY OVER HOLLAND,"John Ferno, Producer",1968,nominee
SHORT SUBJECT (LIVE ACTION),"STOP, LOOK AND LISTEN","Len Janson and Chuck Menville, Producers",1968,nominee
SOUND,IN THE HEAT OF THE NIGHT,Samuel Goldwyn Studio Sound Department,1968,nominee
SOUND,CAMELOT,Warner Bros.-Seven Arts Studio Sound Department,1968,nominee
SOUND,THE DIRTY DOZEN,Metro-Goldwyn-Mayer Studio Sound Department,1968,nominee
SOUND,DOCTOR DOLITTLE,20th Century-Fox Studio Sound Department,1968,nominee
SOUND,THOROUGHLY MODERN MILLIE,Universal City Studio Sound Department,1968,nominee
SOUND EFFECTS,THE DIRTY DOZEN,John Poyner,1968,nominee
SOUND EFFECTS,IN THE HEAT OF THE NIGHT,James A. Richard,1968,nominee
SPECIAL VISUAL EFFECTS,DOCTOR DOLITTLE,L. B. Abbott,1968,nominee
SPECIAL VISUAL EFFECTS,TOBRUK,"Howard A. Anderson, Jr., Albert Whitlock",1968,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),IN THE HEAT OF THE NIGHT,Stirling Silliphant,1968,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),COOL HAND LUKE,"Donn Pearce, Frank R. Pierson",1968,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),THE GRADUATE,"Calder Willingham, Buck Henry",1968,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),IN COLD BLOOD,Richard Brooks,1968,nominee
WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM),ULYSSES,"Joseph Strick, Fred Haines",1968,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),GUESS WHO'S COMING TO DINNER,William Rose,1968,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),BONNIE AND CLYDE,"David Newman, Robert Benton",1968,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),DIVORCE AMERICAN STYLE,Story by Robert Kaufman; Screenplay by Norman Lear,1968,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),LA GUERRE EST FINIE,Jorge Semprun,1968,nominee
WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN),TWO FOR THE ROAD,Frederic Raphael,1968,nominee
ACTOR,CLIFF ROBERTSON,Charly,1969,nominee
ACTOR,ALAN ARKIN,The Heart Is a Lonely Hunter,1969,nominee
ACTOR,ALAN BATES,The Fixer,1969,nominee
ACTOR,RON MOODY,Oliver!,1969,nominee
ACTOR,PETER O'TOOLE,The Lion in Winter,1969,nominee
ACTOR IN A SUPPORTING ROLE,JACK ALBERTSON,The Subject Was Roses,1969,nominee
ACTOR IN A SUPPORTING ROLE,SEYMOUR CASSEL,Faces,1969,nominee
ACTOR IN A SUPPORTING ROLE,DANIEL MASSEY,Star!,1969,nominee
ACTOR IN A SUPPORTING ROLE,JACK WILD,Oliver!,1969,nominee
ACTOR IN A SUPPORTING ROLE,GENE WILDER,The Producers,1969,nominee
ACTRESS IN A SUPPORTING ROLE,RUTH GORDON,Rosemary's Baby,1969,nominee
ACTRESS IN A SUPPORTING ROLE,LYNN CARLIN,Faces,1969,nominee
ACTRESS IN A SUPPORTING ROLE,SONDRA LOCKE,The Heart Is a Lonely Hunter,1969,nominee
ACTRESS IN A SUPPORTING ROLE,KAY MEDFORD,Funny Girl,1969,nominee
ACTRESS IN A SUPPORTING ROLE,ESTELLE PARSONS,"Rachel, Rachel",1969,nominee
ART DIRECTION,OLIVER!,"Art Direction: John Box, Terence Marsh; Set Decoration: Vernon Dixon, Ken Muggleston",1969,nominee
ART DIRECTION,THE SHOES OF THE FISHERMAN,"Art Direction: George W. Davis, Edward Carfagno",1969,nominee
ART DIRECTION,STAR!,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Howard Bristol",1969,nominee
ART DIRECTION,2001: A SPACE ODYSSEY,"Art Direction: Tony Masters, Harry Lange, Ernie Archer",1969,nominee
ART DIRECTION,WAR AND PEACE,"Art Direction: Mikhail Bogdanov, Gennady Myasnikov; Set Decoration: G. Koshelev, V. Uvarov",1969,nominee
CINEMATOGRAPHY,ROMEO AND JULIET,Pasqualino De Santis,1969,nominee
CINEMATOGRAPHY,FUNNY GIRL,Harry Stradling,1969,nominee
CINEMATOGRAPHY,ICE STATION ZEBRA,Daniel L. Fapp,1969,nominee
CINEMATOGRAPHY,OLIVER!,Oswald Morris,1969,nominee
CINEMATOGRAPHY,STAR!,Ernest Laszlo,1969,nominee
COSTUME DESIGN,ROMEO AND JULIET,Danilo Donati,1969,nominee
COSTUME DESIGN,THE LION IN WINTER,Margaret Furse,1969,nominee
COSTUME DESIGN,OLIVER!,Phyllis Dalton,1969,nominee
COSTUME DESIGN,PLANET OF THE APES,Morton Haack,1969,nominee
COSTUME DESIGN,STAR!,Donald Brooks,1969,nominee
DIRECTING,OLIVER!,Carol Reed,1969,nominee
DIRECTING,THE BATTLE OF ALGIERS,Gillo Pontecorvo,1969,nominee
DIRECTING,THE LION IN WINTER,Anthony Harvey,1969,nominee
DIRECTING,ROMEO AND JULIET,Franco Zeffirelli,1969,nominee
DIRECTING,2001: A SPACE ODYSSEY,Stanley Kubrick,1969,nominee
DOCUMENTARY (FEATURE),JOURNEY INTO SELF,"Bill McGaw, Producer",1969,nominee
DOCUMENTARY (FEATURE),A FEW NOTES ON OUR FOOD PROBLEM,"James Blue, Producer",1969,nominee
DOCUMENTARY (FEATURE),THE LEGENDARY CHAMPIONS,"William Cayton, Producer",1969,nominee
DOCUMENTARY (FEATURE),OTHER VOICES,"David H. Sawyer, Producer",1969,nominee
DOCUMENTARY (SHORT SUBJECT),WHY MAN CREATES,"Saul Bass, Producer",1969,nominee
DOCUMENTARY (SHORT SUBJECT),THE HOUSE THAT ANANDA BUILT,"Fali Bilimoria, Producer",1969,nominee
DOCUMENTARY (SHORT SUBJECT),THE REVOLVING DOOR,"Lee R. Bobker, Producer",1969,nominee
DOCUMENTARY (SHORT SUBJECT),A SPACE TO GROW,"Thomas P. Kelly, Jr., Producer",1969,nominee
DOCUMENTARY (SHORT SUBJECT),A WAY OUT OF THE WILDERNESS,"Dan E. Weisburd, Producer",1969,nominee
FILM EDITING,BULLITT,Frank P. Keller,1969,nominee
FILM EDITING,FUNNY GIRL,"Robert Swink, Maury Winetrobe, William Sands",1969,nominee
FILM EDITING,THE ODD COUPLE,Frank Bracht,1969,nominee
FILM EDITING,OLIVER!,Ralph Kemplen,1969,nominee
FILM EDITING,WILD IN THE STREETS,"Fred Feitshans, Eve Newman",1969,nominee
FOREIGN LANGUAGE FILM,WAR AND PEACE,Union of Soviet Socialist Republics,1969,nominee
FOREIGN LANGUAGE FILM,THE BOYS OF PAUL STREET,Hungary,1969,nominee
FOREIGN LANGUAGE FILM,THE FIREMEN'S BALL,Czechoslovakia,1969,nominee
FOREIGN LANGUAGE FILM,THE GIRL WITH THE PISTOL,Italy,1969,nominee
FOREIGN LANGUAGE FILM,STOLEN KISSES,France,1969,nominee
JEAN HERSHOLT HUMANITARIAN AWARD,,Martha Raye,1969,nominee
MUSIC (ORIGINAL SCORE--FOR A MOTION PICTURE [NOT A MUSICAL]),THE LION IN WINTER,John Barry,1969,nominee
MUSIC (ORIGINAL SCORE--FOR A MOTION PICTURE [NOT A MUSICAL]),THE FOX,Lalo Schifrin,1969,nominee
MUSIC (ORIGINAL SCORE--FOR A MOTION PICTURE [NOT A MUSICAL]),PLANET OF THE APES,Jerry Goldsmith,1969,nominee
MUSIC (ORIGINAL SCORE--FOR A MOTION PICTURE [NOT A MUSICAL]),THE SHOES OF THE FISHERMAN,Alex North,1969,nominee
MUSIC (ORIGINAL SCORE--FOR A MOTION PICTURE [NOT A MUSICAL]),THE THOMAS CROWN AFFAIR,Michel Legrand,1969,nominee
MUSIC (SCORE OF A MUSICAL PICTURE--ORIGINAL OR ADAPTATION),OLIVER!,Adaptation score by John Green,1969,nominee
MUSIC (SCORE OF A MUSICAL PICTURE--ORIGINAL OR ADAPTATION),FINIAN'S RAINBOW,Adaptation score by Ray Heindorf,1969,nominee
MUSIC (SCORE OF A MUSICAL PICTURE--ORIGINAL OR ADAPTATION),FUNNY GIRL,Adaptation score by Walter Scharf,1969,nominee
MUSIC (SCORE OF A MUSICAL PICTURE--ORIGINAL OR ADAPTATION),STAR!,Adaptation score by Lennie Hayton,1969,nominee
MUSIC (SCORE OF A MUSICAL PICTURE--ORIGINAL OR ADAPTATION),THE YOUNG GIRLS OF ROCHEFORT,Music and adaptation score by Michel Legrand; lyrics by Jacques Demy,1969,nominee
MUSIC (SONG--ORIGINAL FOR THE PICTURE),THE THOMAS CROWN AFFAIR,"The Windmills Of Your Mind in ""The Thomas Crown Affair"" Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman",1969,nominee
MUSIC (SONG--ORIGINAL FOR THE PICTURE),CHITTY CHITTY BANG BANG,"Chitty Chitty Bang Bang in ""Chitty Chitty Bang Bang"" Music and Lyrics by Richard M. Sherman and Robert B. Sherman",1969,nominee
MUSIC (SONG--ORIGINAL FOR THE PICTURE),FOR LOVE OF IVY,"For Love Of Ivy in ""For Love of Ivy"" Music by Quincy Jones; Lyrics by Bob Russell",1969,nominee
MUSIC (SONG--ORIGINAL FOR THE PICTURE),FUNNY GIRL,"Funny Girl in ""Funny Girl"" Music by Jule Styne; Lyrics by Bob Merrill",1969,nominee
MUSIC (SONG--ORIGINAL FOR THE PICTURE),STAR!,"Star! in ""Star!"" Music by Jimmy Van Heusen; Lyrics by Sammy Cahn",1969,nominee
BEST PICTURE,OLIVER!,"John Woolf, Producer",1969,nominee
BEST PICTURE,FUNNY GIRL,"Ray Stark, Producer",1969,nominee
BEST PICTURE,THE LION IN WINTER,"Martin Poll, Producer",1969,nominee
